Title,Year,Budget,Score,Metascore,Genre,Genre1,Genre2,Genre3,Vote,Director,Runtime,Revenue,Description
Romanzo Criminale,2005, ,7.2,,"Crime, Drama",Crime, Drama,,7638,Michele Placido,152,0.00,"Set in the 1970s, it's the story of three lifelong friends who take control of organized crime in Rome."
Romeo & Juliet,2013, ,5.8,41,"Drama, Romance",Drama, Romance,,9853,Carlo Carlei,113,1160000.00,"Romeo and Juliet secretly wed despite the sworn contempt their families hold for each other. It is not long, however, before a chain of fateful events changes the lives of both families forever."
Romeo + Juliet,1996, ,6.8,60,"Drama, Romance",Drama, Romance,,189664,Baz Luhrmann,120,46350000.00,Shakespeare's famous play is updated to the hip modern suburb of Verona still retaining its original dialogue.
Romeo and Juliet,1968, ,7.6,,"Drama, Romance",Drama, Romance,,26478,Franco Zeffirelli,138,38900000.00,"When two young members of feuding families meet, forbidden love ensues."
Romeo Is Bleeding,1993,10000000.00,6.6,,"Action, Crime, Drama",Action, Crime, Drama,11902,Peter Medak,110,3280000.00,"A womanizing, crooked cop on the payroll of the mafia is confronted with the reality of his double life after he is asked to kill a beautiful and ruthless Russian gangster."
Romeo Must Die,2000,25000000.00,6.1,52,"Action, Crime, Thriller",Action, Crime, Thriller,62035,Andrzej Bartkowiak,115,55970000.00,An avenging cop seeks out his brother's killer and falls for the daughter of a businessman who is involved in a money-deal with his father.
Romper Stomper,1992, ,6.8,,"Crime, Drama",Crime, Drama,,34842,Geoffrey Wright,94,180000.00,A group of skinheads become alarmed at the way their neighbourhood is changing.
Romy and Michele's High School Reunion,1997, ,6.2,59,Comedy,Comedy,,,37808,David Mirkin,92,29210000.00,"Two dim-witted, inseparable friends hit the road for their ten-year high school reunion and concoct an elaborate lie about their lives in order to impress their classmates."
Ronal Barbaren,2011, ,6.6,,"Animation, Adventure, Comedy",Animation, Adventure, Comedy,11457,Kresten Vestbjerg Andersen,89,0.00,"Fantasy comedy about young Ronal who lives in a barbarian village. Ronal is weak, skinny and doesn't have the usual barbarian traits like everyone else and therefore is considered a ...                See full summary?˜??"
Ronia: The Robber's Daughter,1984, ,7.3,,"Adventure, Drama, Family",Adventure, Drama, Family,9497,Tage Danielsson,126,0.00,"Borka and his band and Mattis's band of robbers are rivals. Birk, his parents and their band live in the wild in Mattisforrest. They move in to Metis-stronghold, which belonged to his ...                See full summary?˜??"
Ronin,1998,55000000.00,7.3,67,"Action, Adventure, Crime",Action, Adventure, Crime,158544,John Frankenheimer,122,41620000.00,A freelancing former U.S. Intelligence Agent tries to track down a mysterious package that is wanted by the Irish and the Russians.
Rookie of the Year,1993, ,6,,"Comedy, Family, Fantasy",Comedy, Family, Fantasy,21173,Daniel Stern,103,53580000.00,"When an accident miraculously gives a boy an incredibly powerful pitching arm, he becomes a major league pitcher for the Chicago Cubs."
Room,2015,13000000.00,8.2,86,"Drama, Thriller",Drama, Thriller,,291082,Lenny Abrahamson,118,14680000.00,"Held captive for years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time."
Rooster Cogburn,1975, ,6.9,,"Adventure, Drama, Western",Adventure, Drama, Western,9397,Stuart Millar,108,8020000.00,Marshal Rooster Cogburn unwillingly teams up with Eula Goodnight to track down the killers of her father.
Rope,1948, ,8,73,"Crime, Drama, Mystery",Crime, Drama, Mystery,111612,Alfred Hitchcock,80,0.00,"Two young men strangle their ""inferior"" classmate, hide his body in their apartment, and invite his friends and family to a dinner party as a means to challenge the ""perfection"" of their crime."
Rosemary's Baby,1968, ,8,96,"Drama, Horror",Drama, Horror,,163778,Roman Polanski,137,0.00,"A young couple moves in to an apartment only to be surrounded by peculiar neighbors and occurrences. When the wife becomes mysteriously pregnant, paranoia over the safety of her unborn child begins to control her life."
Rosencrantz & Guildenstern Are Dead,1990, ,7.5,,"Comedy, Drama",Comedy, Drama,,18987,Tom Stoppard,117,740000.00,Two minor characters from the play 'Hamlet' stumble around unaware of their scripted lives and unable to deviate from them.
Rosetta,1999, ,7.6,76,Drama,Drama,,,11035,Jean-Pierre Dardenne,95,260000.00,"Young and impulsive Rosetta lives with her alcoholic mother and, moved by despair, she will do anything to maintain a job."
Rosewater,2014,10000000.00,6.6,67,"Biography, Drama",Biography, Drama,,9661,Jon Stewart,103,3130000.00,Iranian-Canadian journalist Maziar Bahari is detained by Iranian forces who brutally interrogate him under suspicion that he is a spy.
Rosewood,1997, ,7.2,71,"Action, Drama, History",Action, Drama, History,6747,John Singleton,140,13100000.00,A dramatization of a 1923 horrific racist lynch mob attack on an African-American community.
Rough Night,2017,20000000.00,5.2,51,"Comedy, Crime, Thriller",Comedy, Crime, Thriller,35642,Lucia Aniello,101,22060000.00,Things go terribly wrong for a group of girlfriends who hire a male stripper for a bachelorette party in Miami.
Rounders,1998,12000000.00,7.3,54,"Crime, Drama",Crime, Drama,,132384,John Dahl,121,22910000.00,"A young, reformed gambler must return to playing big stakes poker to help a friend pay off loan sharks, while balancing his relationship with his girlfriend and his commitments to law school."
Rowdy Rathore,2012, ,5.8,,Action,Action,,,18359,Prabhu Deva,140,780000.00,"A con man uncovers a deadly secret and must save his lady love, the small-town locals and the little girl who insists she's his daughter, from the mob."
Roxanne,1987, ,6.6,73,"Comedy, Romance",Comedy, Romance,,36440,Fred Schepisi,107,40050000.00,The large-nosed C.D. Bales is in love with the beautiful Roxanne; she falls for his personality but another man's looks.
Roy,2015, ,3.3,,"Action, Drama, Mystery",Action, Drama, Mystery,6530,Vikramjit Singh,146,0.00,"Kabir Grewal, a Casanovic film maker and screenwriter is making multiple films (GUNS Trilogy) based on a thief's life and robberies, all achieving high success. In order to shoot his third ...                See full summary?˜??"
RRRrrrr!!!,2004, ,5.8,,"Comedy, Crime, Sci-Fi",Comedy, Crime, Sci-Fi,11626,Alain Chabat,94,0.00,"In 35,000 BC, the tribe of the Dirty Hairs is in war against the tribe of the Clean Hairs for eight hundred years, trying to get their shampoo. The chief of the Dirty Hairs sends his ...                See full summary?˜??"
Ruang rak noi nid mahasan,2003, ,7.6,73,"Comedy, Drama, Romance",Comedy, Drama, Romance,10351,Pen-Ek Ratanaruang,109,30000.00,"A suicidal, obsessively compulsive Japanese librarian is forced to lie low in Thailand with a pot-smoking woman coping with the recent loss of her sister."
Rubber,2010, ,5.8,59,"Comedy, Fantasy, Horror",Comedy, Fantasy, Horror,30262,Quentin Dupieux,82,100000.00,"A homicidal car tire, discovering it has destructive psionic power, sets its sights on a desert town once a mysterious woman becomes its obsession."
Rubinrot,2013, ,6.2,,"Drama, Fantasy, Mystery",Drama, Fantasy, Mystery,6198,Felix Fuchssteiner,122,0.00,"On her 16th birthday, Gwendolyn Shepherd finds out that instead of her cousin, she has inherited a rare gene that allows her to travel through time."
Ruby Sparks,2012, ,7.2,67,"Comedy, Drama, Fantasy",Comedy, Drama, Fantasy,89231,Jonathan Dayton,104,2540000.00,"A novelist struggling with writer's block finds romance in a most unusual way: by creating a female character he thinks will love him, then willing her into existence."
Rudderless,2014, ,7.5,52,"Comedy, Drama, Music",Comedy, Drama, Music,15796,William H. Macy,105,40000.00,"A grieving father in a downward spiral stumbles across a box of his recently deceased son's demo tapes and lyrics. Shocked by the discovery of this unknown talent, he forms a band in the hope of finding some catharsis."
Rudo y Cursi,2008, ,6.7,67,"Comedy, Drama, Sport",Comedy, Drama, Sport,7512,Carlos Cuar??n,106,1830000.00,Two siblings rival each other inside the world of professional soccer.
Rudy,1993,12000000.00,7.5,,"Biography, Drama, Sport",Biography, Drama, Sport,48697,David Anspaugh,114,22750000.00,Rudy has always been told that he was too small to play college football. But he is determined to overcome the odds and fulfill his dream of playing for Notre Dame.
Rugrats Go Wild,2003,25000000.00,5.6,38,"Animation, Adventure, Comedy",Animation, Adventure, Comedy,6693,John Eng,80,39400000.00,"The Rugrats get tangled in an exotic adventure, where they're helped by the Thornberrys, a family that travels the world making nature documentaries."
Rugrats in Paris,2000,30000000.00,6.2,62,"Animation, Adventure, Comedy",Animation, Adventure, Comedy,9644,Stig Bergqvist,78,76510000.00,"The Rugrats travel to Paris, France, where Chuckie hopes to find a new mother and keep his father from marrying an evil business woman."
Rules Don't Apply,2016,26700000.00,5.7,60,"Comedy, Drama, Romance",Comedy, Drama, Romance,7216,Warren Beatty,127,3650000.00,"The unconventional love story of an aspiring actress, her ambitious driver, and their eccentric boss, the legendary billionaire Howard Hughes."
Rules of Engagement,2000,60000000.00,6.4,45,"Drama, Thriller, War",Drama, Thriller, War,40911,William Friedkin,128,61340000.00,An attorney defends an officer on trial for ordering his troops to fire on civilians after they stormed a U.S. embassy in a third world country.
Rumble Fish,1983, ,7.2,63,Drama,Drama,,,27988,Francis Ford Coppola,94,2490000.00,"Rusty James, an absent-minded street thug struggles to live up to his legendary older brother's reputation, and longs for the days when gang warfare was going on."
Rumor Has It...,2005, ,5.5,35,"Comedy, Drama, Romance",Comedy, Drama, Romance,46845,Rob Reiner,97,43000000.00,"Sarah Huttinger is a woman who learns that her family was the inspiration for the book and film ""The Graduate"" -- and that she just might be the offspring of the well-documented event."
Run All Night,2015,50000000.00,6.6,59,"Action, Crime, Drama",Action, Crime, Drama,91066,Jaume Collet-Serra,114,26440000.00,"Mobster and hit man Jimmy Conlon has one night to figure out where his loyalties lie: with his estranged son, Mike, whose life is in danger, or his longtime best friend, mob boss Shawn Maguire, who wants Mike to pay for the death of his own son."
Run Fatboy Run,2007, ,6.6,48,"Comedy, Romance, Sport",Comedy, Romance, Sport,62645,David Schwimmer,100,6000000.00,"Five years after jilting his pregnant fianc??e on their wedding day, out-of-shape Dennis decides to run a marathon to win her back."
Run Lola Run,1998, ,7.7,77,"Crime, Drama, Sci-Fi",Crime, Drama, Sci-Fi,175709,Tom Tykwer,81,7270000.00,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks."
Run Silent Run Deep,1958, ,7.4,,"Action, Drama, War",Action, Drama, War,9033,Robert Wise,93,0.00,"A U.S. sub commander, obsessed with sinking a certain Japanese ship, butts heads with his first officer and crew."
Runaway,1984, ,5.9,50,"Action, Crime, Sci-Fi",Action, Crime, Sci-Fi,10118,Michael Crichton,99,6770000.00,"In the near future, a police officer specializes in malfunctioning robots. When a robot turns out to have been programmed to kill, he begins to uncover a homicidal plot to create killer robots... and his son becomes a target."
Runaway Bride,1999,70000000.00,5.5,39,"Comedy, Romance",Comedy, Romance,,84161,Garry Marshall,116,152260000.00,A reporter is assigned to write a story about a woman who has left a string of fiances at the altar.
Runaway Jury,2003, ,7.1,61,"Crime, Drama, Thriller",Crime, Drama, Thriller,83989,Gary Fleder,127,49440000.00,A juror on the inside and a woman on the outside manipulate a court trial involving a major gun manufacturer.
Runaway Train,1985, ,7.3,,"Action, Adventure, Drama",Action, Adventure, Drama,23545,Andrey Konchalovskiy,111,7940000.00,Two escaped convicts and a female railway worker find themselves trapped on a train with no brakes and nobody driving.
Rundskop,2011, ,7.4,68,"Crime, Drama",Crime, Drama,,20126,Micha??l R. Roskam,129,150000.00,"Sint-Truiden, Belgium. Jacky, a young cattle farmer who is constantly pumped on steroids and hormones, is approached by a veterinarian to make a deal with a notorious beef trader."
Runner Runner,2013,30000000.00,5.6,36,"Crime, Thriller",Crime, Thriller,,57121,Brad Furman,88,19320000.00,"When a poor college student who cracks an online poker game goes bust, he arranges a face-to-face with the man he thinks cheated him, a sly offshore entrepreneur."
Running on Empty,1988, ,7.7,67,"Crime, Drama, Music",Crime, Drama, Music,12130,Sidney Lumet,116,2840000.00,The eldest son of a fugitive family comes of age and wants to live a life of his own.
Running Scared,2006,17000000.00,7.4,41,"Action, Crime, Drama",Action, Crime, Drama,92883,Wayne Kramer,122,6860000.00,"A low-ranking thug is entrusted by his crime boss to dispose of a gun that killed corrupt cops, but things get out of control when the gun ends up in wrong hands."
Running Scared,1986,,6.5,49,"Action, Comedy, Crime",Action, Comedy, Crime,9998,Peter Hyams,107,38500000.00,Two street-wise Chicago cops have to shake off some rust after returning from a Key West vacation to pursue a drug dealer who nearly killed them in the past.
